
***2006-06-23 16:30:23***

读取文件时间：[2006-06-23 16:30:23]
***2006-06-26 14:16:26***文本路径：[e:\advance\comm\lq\mk2.txt]
***2006-06-26 14:16:27***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-06-26 14:16:27***文本路径：[E:\COMM\检验联机通讯\PBL\lq\clintek.txt]
***2006-06-26 14:16:27***文本路径：[E:\COMM\检验联机通讯\PBL\lq\kx21.txt]
***2006-06-26 14:16:27***文本路径：[E:\COMM\检验联机通讯\PBL\lq\abxpentra120.txt]
***2006-06-26 14:16:27***文本路径：[e:\advance\comm\lq\biorad550.txt]
***2006-06-26 14:16:27***文本路径：[@d:\@*.66Q@@]
***2006-06-26 14:16:27***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hlcg7.txt]
***2006-06-26 14:16:27***文本路径：[E:\COMM\检验联机通讯\PBL\lq\export.exp]
***2006-06-26 14:20:13***

读取文件时间：[2006-06-26 14:20:13]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\aeroset.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\IMMAGE.TXT]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\vitek32.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hmx.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\phox.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sta_r.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\elx800.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cx7.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\diasys.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\poch-100i.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sf3000.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\h100.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\mi921d.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cd3700.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\celltace.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\ario.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\us2020.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\onyx.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\tianhai.txt]
***2006-06-26 14:20:13***文本路径：[f:\Laboman.mdb]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\xe2100.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cl_7200.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\a60.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\a70.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\walk.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\coulter_jr.txt]
***2006-06-26 14:20:13***文本路径：[f:\ave.mdf1]
***2006-06-26 14:20:13***文本路径：[e:\advance\comm\lq\mk2.txt]
***2006-06-26 14:20:13***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-06-26 14:20:14***文本路径：[E:\COMM\检验联机通讯\PBL\lq\clintek.txt]
***2006-06-26 14:20:14***文本路径：[E:\COMM\检验联机通讯\PBL\lq\kx21.txt]
***2006-06-26 14:20:14***文本路径：[E:\COMM\检验联机通讯\PBL\lq\abxpentra120.txt]
***2006-06-26 14:20:14***文本路径：[e:\advance\comm\lq\biorad550.txt]
***2006-06-26 14:20:14***文本路径：[@d:\@*.66Q@@]
***2006-06-26 14:20:14***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hlcg7.txt]
***2006-06-26 14:20:14***文本路径：[E:\COMM\检验联机通讯\PBL\lq\export.exp]
***2006-07-20 22:24:59***

读取文件时间：[2006-07-20 22:24:59]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\aeroset.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\IMMAGE.TXT]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\vitek32.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hmx.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\phox.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sta_r.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\elx800.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cx7.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\diasys.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\poch-100i.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sf3000.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\h100.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\mi921d.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cd3700.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\celltace.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\ario.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\us2020.txt]
***2006-07-20 22:24:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\onyx.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\tianhai.txt]
***2006-07-20 22:25:00***文本路径：[f:\Laboman.mdb]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\xe2100.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cl_7200.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\a60.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\a70.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\walk.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\coulter_jr.txt]
***2006-07-20 22:25:00***文本路径：[f:\ave.mdf1]
***2006-07-20 22:25:00***文本路径：[e:\advance\comm\lq\mk2.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\clintek.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\kx21.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\abxpentra120.txt]
***2006-07-20 22:25:00***文本路径：[e:\advance\comm\lq\biorad550.txt]
***2006-07-20 22:25:00***文本路径：[@d:\@*.67K@@]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hlcg7.txt]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\export.exp]
***2006-07-20 22:25:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sebia.txt]
***2006-07-20 22:25:00***文本路径：[@@*.ra@@]
***2006-07-26 19:52:00***

读取文件时间：[2006-07-26 19:52:00]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\aeroset.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\IMMAGE.TXT]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\vitek32.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hmx.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\phox.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sta_r.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\elx800.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cx7.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\diasys.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\poch-100i.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sf3000.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\h100.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\mi921d.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cd3700.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\celltace.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\ario.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\us2020.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\onyx.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\tianhai.txt]
***2006-07-26 19:52:00***文本路径：[f:\Laboman.mdb]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\xe2100.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cl_7200.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\a60.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\a70.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\walk.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-07-26 19:52:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\coulter_jr.txt]
***2006-07-26 19:52:00***文本路径：[f:\ave.mdf1]
***2006-07-26 19:52:00***文本路径：[e:\advance\comm\lq\mk2.txt]
***2006-07-26 19:52:01***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-07-26 19:52:01***文本路径：[E:\COMM\检验联机通讯\PBL\lq\clintek.txt]
***2006-07-26 19:52:01***文本路径：[E:\COMM\检验联机通讯\PBL\lq\kx21.txt]
***2006-07-26 19:52:01***文本路径：[E:\COMM\检验联机通讯\PBL\lq\abxpentra120.txt]
***2006-07-26 19:52:01***文本路径：[e:\advance\comm\lq\biorad550.txt]
***2006-07-26 19:52:01***文本路径：[@d:\@*.67Q@@]
***2006-07-26 19:52:01***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hlcg7.txt]
***2006-07-26 19:52:01***文本路径：[E:\COMM\检验联机通讯\PBL\lq\export.exp]
***2006-07-26 19:52:01***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sebia.txt]
***2006-07-26 19:52:01***文本路径：[@@*.ra@@]
***2006-07-26 19:52:01***文本路径：[E:\COMM\检验联机通讯\PBL\lq\il1620.txt]
***2006-07-26 19:54:45***

读取文件时间：[2006-07-26 19:54:45]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\aeroset.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\IMMAGE.TXT]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\vitek32.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hmx.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\phox.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sta_r.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\elx800.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cx7.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\diasys.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\poch-100i.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sf3000.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\h100.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\mi921d.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cd3700.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\celltace.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\ario.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\us2020.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\onyx.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\tianhai.txt]
***2006-07-26 19:54:45***文本路径：[f:\Laboman.mdb]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\xe2100.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cl_7200.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\a60.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\a70.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\walk.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\coulter_jr.txt]
***2006-07-26 19:54:45***文本路径：[f:\ave.mdf1]
***2006-07-26 19:54:45***文本路径：[e:\advance\comm\lq\mk2.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\clintek.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\kx21.txt]
***2006-07-26 19:54:45***文本路径：[E:\COMM\检验联机通讯\PBL\lq\abxpentra120.txt]
***2006-07-26 19:54:45***文本路径：[e:\advance\comm\lq\biorad550.txt]
***2006-07-26 19:54:45***文本路径：[@d:\@*.67Q@@]
***2006-07-26 19:54:46***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hlcg7.txt]
***2006-07-26 19:54:46***文本路径：[E:\COMM\检验联机通讯\PBL\lq\export.exp]
***2006-07-26 19:54:46***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sebia.txt]
***2006-07-26 19:54:46***文本路径：[@@*.ra@@]
***2006-07-26 19:54:46***文本路径：[E:\COMM\检验联机通讯\PBL\lq\il1620.txt]
***2006-07-26 19:56:59***

读取文件时间：[2006-07-26 19:56:59]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\aeroset.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\IMMAGE.TXT]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\vitek32.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hmx.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\phox.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sta_r.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\elx800.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cx7.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\diasys.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\poch-100i.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sf3000.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\h100.txt]
***2006-07-26 19:56:59***文本路径：[E:\COMM\检验联机通讯\PBL\lq\mi921d.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cd3700.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\celltace.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\ario.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\us2020.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\onyx.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\tianhai.txt]
***2006-07-26 19:57:00***文本路径：[f:\Laboman.mdb]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\xe2100.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\cl_7200.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\a60.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\a70.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\walk.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\coulter_jr.txt]
***2006-07-26 19:57:00***文本路径：[f:\ave.mdf1]
***2006-07-26 19:57:00***文本路径：[e:\advance\comm\lq\mk2.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\1.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\clintek.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\kx21.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\abxpentra120.txt]
***2006-07-26 19:57:00***文本路径：[e:\advance\comm\lq\biorad550.txt]
***2006-07-26 19:57:00***文本路径：[@d:\@*.67Q@@]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\hlcg7.txt]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\export.exp]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sebia.txt]
***2006-07-26 19:57:00***文本路径：[@@*.ra@@]
***2006-07-26 19:57:00***文本路径：[E:\COMM\检验联机通讯\PBL\lq\il1620.txt]
***2006-08-17 22:09:42***

读取文件时间：[2006-08-17 22:09:41]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\kx21n.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\au2700.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\7170s.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\7150.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\se9000.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\kx21.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\ca7000.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\vitros250.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\bc3200.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\junior2.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\nova2.txt]
***2006-08-17 22:09:42***文本路径：[E:\COMM\检验联机通讯\PBL\lq\sebia.txt]
***2006-08-17 22:09:42***文本路径：[@D:\mdk3200\DATA\txtdata\@*.txt@@]
